reference,type,transaction,price,surface,price_per_sqm,rooms,bathrooms,floor,city,neighborhood,condition,age,amenities,description,listing_date
MA-SAL-74713,Appartement,Vente,2053041,153,13418,5,2,9,Salé,Aviation,Bon état,29,"Parking, Piscine, Terrasse",Appartement moderne de 153m² à Salé,2025-12-08
MA-CAS-83111,Villa,Vente,5368893,314,17098,3,3,0,Casablanca,Hay Mohammadi,Bon état,25,"Ascenseur, Balcon, Chauffage",Villa spacieux avec 3 chambres à Casablanca,2025-07-03
MA-MAR-85348,Villa,Location,8971414,420,21360,6,3,0,Marrakech,Sidi Youssef Ben Ali,À rénover,12,"Balcon, Chauffage, Concierge, Cuisine équipée, Garage, Parking, Sécurité",Villa spacieux avec 6 chambres à Marrakech,2025-10-20
MA-MEK-46978,Villa,Vente,5139942,405,12691,4,4,0,Meknès,Medina,Neuf,0,"Concierge, Garage, Vue mer",Magnifique villa en neuf à Medina,2025-12-06
MA-CAS-49374,Villa,Vente,9591424,447,21457,7,3,0,Casablanca,Anfa,Neuf,28,"Concierge, Cuisine équipée, Parking, Sécurité, Vue montagne",Beau villa dans le quartier recherché de Anfa,2025-07-17
MA-MEK-12450,Studio,Location,600700,49,12259,1,1,4,Meknès,Mansour,Excellent état,14,"Chauffage, Concierge, Garage, Terrasse, Vue mer, Vue montagne",Beau studio dans le quartier recherché de Mansour,2025-11-21
MA-CAS-55745,Duplex,Vente,2477948,133,18631,3,2,0,Casablanca,Gauthier,Neuf,24,"Ascenseur, Balcon, Cave, Chauffage, Cuisine équipée, Jardin",Beau duplex dans le quartier recherché de Gauthier,2025-12-09
MA-MAR-33605,Appartement,Vente,1323036,109,12137,5,2,8,Marrakech,Sidi Youssef Ben Ali,Très bon état,29,"Cave, Concierge, Parking, Placard, Terrasse, Vue mer",Appartement spacieux avec 5 chambres à Marrakech,2025-12-14
MA-RAB-66069,Appartement,Vente,3704334,217,17070,1,2,4,Rabat,Medina,Bon état,13,"Concierge, Piscine, Sécurité",Magnifique appartement en bon état à Medina,2025-09-01
MA-RAB-43167,Appartement,Vente,609807,61,9996,1,1,5,Rabat,Aviation,Excellent état,16,"Garage, Jardin, Piscine, Placard, Terrasse",Magnifique appartement en excellent état à Aviation,2025-08-01
MA-FÈS-13201,Studio,Vente,539421,46,11726,1,1,3,Fès,Medina,Neuf,0,"Balcon, Cave, Climatisation, Garage, Jardin, Piscine, Vue mer",Studio moderne de 46m² à Fès,2025-10-06
MA-AGA-73633,Villa,Vente,4489484,234,19185,6,2,0,Agadir,Ben Sergao,Bon état,11,"Chauffage, Parking, Piscine, Placard",Villa spacieux avec 6 chambres à Agadir,2025-08-10
MA-RAB-30548,Maison,Location,2547585,188,13550,5,2,0,Rabat,Orangers,Bon état,26,"Balcon, Cuisine équipée, Garage, Jardin, Parking, Piscine, Placard, Vue montagne",Maison moderne de 188m² à Rabat,2025-10-08
MA-MAR-25835,Villa,Location vacances,8976860,476,18858,7,4,0,Marrakech,Gueliz,Neuf,9,"Ascenseur, Balcon, Cuisine équipée, Garage, Jardin, Sécurité",Beau villa dans le quartier recherché de Gueliz,2025-10-16
MA-FÈS-95395,Villa,Location,4726420,224,21100,6,3,0,Fès,Medina,Neuf,8,"Ascenseur, Cuisine équipée, Jardin, Piscine, Placard, Terrasse, Vue mer",Villa moderne de 224m² à Fès,2025-11-06
MA-FÈS-97768,Appartement,Location,2119485,156,13586,1,2,11,Fès,Zouagha,Très bon état,26,"Cave, Chauffage, Piscine",Beau appartement dans le quartier recherché de Zouagha,2025-07-07
MA-MEK-67229,Villa,Vente,5120081,469,10917,3,4,0,Meknès,Bassatine,À rénover,35,"Ascenseur, Chauffage, Garage, Jardin, Parking, Sécurité",Villa spacieux avec 3 chambres à Meknès,2025-11-13
MA-AGA-10769,Maison,Location,1956925,156,12544,2,2,0,Agadir,Hay Dakhla,Excellent état,36,"Climatisation, Piscine, Placard, Sécurité",Beau maison dans le quartier recherché de Hay Dakhla,2025-09-11
MA-CAS-69076,Studio,Location,547353,47,11645,1,1,0,Casablanca,Racine,Excellent état,38,"Balcon, Jardin, Piscine, Sécurité, Terrasse, Vue mer, Vue montagne",Studio spacieux avec 1 chambres à Casablanca,2025-07-16
MA-KEN-56219,Villa,Vente,3462663,298,11619,8,3,0,Kenitra,Centre Ville,Excellent état,32,"Chauffage, Garage, Piscine, Placard, Terrasse, Vue mer",Villa spacieux avec 8 chambres à Kenitra,2025-12-16
MA-OUJ-38636,Appartement,Vente,1479480,134,11040,5,1,8,Oujda,Al Qods,Neuf,8,"Cave, Sécurité, Vue mer, Vue montagne",Beau appartement dans le quartier recherché de Al Qods,2025-09-16
MA-FÈS-43361,Villa,Location,8671761,542,15999,7,2,0,Fès,Zouagha,Bon état,1,"Balcon, Chauffage, Concierge, Jardin, Parking, Sécurité, Terrasse, Vue mer",Villa moderne de 542m² à Fès,2025-12-30
MA-MEK-37354,Villa,Vente,3814713,200,19073,7,2,0,Meknès,Zitoune,Très bon état,8,"Balcon, Climatisation, Concierge, Piscine, Sécurité","Villa de 200m² situé à Zitoune, Meknès",2025-11-24
MA-RAB-19730,Villa,Vente,11479410,500,22958,5,3,0,Rabat,Agdal,Bon état,38,"Cave, Garage, Jardin, Placard, Terrasse, Vue mer, Vue montagne","Villa de 500m² situé à Agdal, Rabat",2025-07-08
MA-CAS-10865,Maison,Vente,3631143,254,14295,2,2,0,Casablanca,Anfa,Bon état,14,"Climatisation, Concierge, Vue mer","Maison de 254m² situé à Anfa, Casablanca",2025-10-10
MA-CAS-35030,Maison,Location,4936767,281,17568,6,2,0,Casablanca,Bourgogne,Excellent état,1,"Ascenseur, Cave, Chauffage, Climatisation, Jardin, Piscine, Placard, Sécurité",Magnifique maison en excellent état à Bourgogne,2025-11-14
MA-AGA-55959,Appartement,Location,2526752,241,10484,1,1,2,Agadir,Ben Sergao,Neuf,38,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine équipée, Parking","Appartement de 241m² situé à Ben Sergao, Agadir",2025-12-14
MA-TAN-43246,Villa,Vente,2781586,216,12877,7,3,0,Tanger,Branes,Neuf,18,"Garage, Parking, Vue mer",Beau villa dans le quartier recherché de Branes,2025-09-20
MA-CAS-46262,Studio,Vente,589241,45,13094,1,1,1,Casablanca,Maarif,À rénover,34,"Cuisine équipée, Jardin, Parking, Piscine, Terrasse",Studio moderne de 45m² à Casablanca,2025-12-13
MA-MAR-13469,Villa,Location,5891575,398,14802,6,3,0,Marrakech,Palmeraie,À rénover,2,"Chauffage, Cuisine équipée, Garage, Piscine, Terrasse",Villa spacieux avec 6 chambres à Marrakech,2025-07-04
MA-MAR-22377,Studio,Vente,421827,28,15065,1,1,10,Marrakech,Targa,Excellent état,34,"Chauffage, Concierge, Cuisine équipée, Garage, Parking, Terrasse, Vue montagne","Studio de 28m² situé à Targa, Marrakech",2025-09-22
MA-TAN-25977,Appartement,Location,1080053,79,13671,1,1,0,Tanger,Centre Ville,Excellent état,14,"Balcon, Cave, Climatisation, Terrasse",Appartement moderne de 79m² à Tanger,2025-12-18
MA-CAS-13078,Appartement,Vente,1101611,83,13272,4,2,11,Casablanca,Bourgogne,Bon état,21,"Balcon, Cave, Climatisation, Garage, Jardin, Parking, Placard",Magnifique appartement en bon état à Bourgogne,2025-10-04
MA-KEN-33043,Maison,Location vacances,3211164,270,11893,5,1,0,Kenitra,Aviation,Neuf,0,"Ascenseur, Cave, Terrasse","Maison de 270m² situé à Aviation, Kenitra",2025-08-09
MA-TAN-35573,Appartement,Location vacances,685672,67,10233,3,2,0,Tanger,Ibn Batouta,Bon état,9,"Ascenseur, Balcon, Chauffage, Concierge, Cuisine équipée, Parking, Piscine, Vue mer",Appartement spacieux avec 3 chambres à Tanger,2025-10-12
MA-OUJ-31318,Maison,Location,1592805,147,10835,4,2,0,Oujda,Medina,Excellent état,6,"Cave, Chauffage, Garage, Jardin, Sécurité, Terrasse",Maison moderne de 147m² à Oujda,2025-08-10
MA-AGA-29477,Appartement,Vente,2164271,171,12656,5,2,9,Agadir,Tikiouine,Très bon état,24,"Concierge, Cuisine équipée, Jardin",Appartement moderne de 171m² à Agadir,2025-10-05
MA-RAB-58925,Villa,Vente,3752639,255,14716,5,3,0,Rabat,Souissi,Excellent état,2,"Ascenseur, Balcon, Concierge, Piscine, Placard, Sécurité, Vue mer",Beau villa dans le quartier recherché de Souissi,2025-11-25
MA-CAS-91262,Villa,Location vacances,6699481,246,27233,6,2,0,Casablanca,Palmier,Très bon état,27,"Ascenseur, Cave, Piscine",Villa spacieux avec 6 chambres à Casablanca,2025-09-29
MA-MAR-76927,Appartement,Location,1089207,112,9725,1,1,3,Marrakech,Daoudiat,Neuf,22,"Ascenseur, Balcon, Climatisation, Cuisine équipée, Vue mer",Magnifique appartement en neuf à Daoudiat,2025-07-13
MA-CAS-96138,Appartement,Vente,2189535,183,11964,1,1,2,Casablanca,California,Neuf,16,"Cave, Climatisation, Concierge, Cuisine équipée, Garage, Jardin, Sécurité, Vue montagne",Beau appartement dans le quartier recherché de California,2025-11-22
MA-CAS-13703,Studio,Vente,394556,29,13605,1,1,10,Casablanca,Sidi Maarouf,Bon état,39,"Ascenseur, Balcon, Chauffage, Placard, Vue mer, Vue montagne",Magnifique studio en bon état à Sidi Maarouf,2025-11-08
MA-FÈS-61853,Maison,Vente,1957835,166,11794,2,2,0,Fès,Florence,Excellent état,22,"Chauffage, Parking, Sécurité, Vue mer",Magnifique maison en excellent état à Florence,2025-09-07
MA-CAS-26527,Appartement,Vente,856315,86,9957,4,1,12,Casablanca,Racine,Neuf,18,"Concierge, Piscine, Placard, Terrasse",Beau appartement dans le quartier recherché de Racine,2025-09-04
MA-CAS-48258,Appartement,Vente,1860252,210,8858,4,2,10,Casablanca,California,Neuf,19,"Concierge, Garage, Vue montagne",Beau appartement dans le quartier recherché de California,2025-08-12
MA-AGA-28430,Villa,Vente,10421826,500,20843,6,2,0,Agadir,Founty,Neuf,38,"Ascenseur, Balcon, Concierge, Jardin, Parking, Sécurité, Terrasse, Vue montagne",Villa moderne de 500m² à Agadir,2025-07-09
MA-MEK-78149,Appartement,Vente,764026,70,10914,1,2,11,Meknès,Mansour,Neuf,30,"Cave, Concierge, Parking, Terrasse",Magnifique appartement en neuf à Mansour,2025-11-04
MA-MAR-64186,Appartement,Location,2336067,119,19630,2,1,1,Marrakech,Menara,Excellent état,15,"Chauffage, Parking, Piscine",Beau appartement dans le quartier recherché de Menara,2025-09-02
MA-CAS-57514,Maison,Vente,4409818,291,15154,3,2,0,Casablanca,Racine,À rénover,1,"Cave, Climatisation, Concierge, Jardin, Parking, Vue mer, Vue montagne",Magnifique maison en à rénover à Racine,2025-08-31
MA-FÈS-68926,Villa,Location,5226390,349,14975,6,3,0,Fès,Zouagha,Excellent état,8,"Balcon, Climatisation, Cuisine équipée, Parking, Vue montagne",Villa spacieux avec 6 chambres à Fès,2025-12-07
MA-MEK-16117,Villa,Location vacances,4253628,281,15137,5,4,0,Meknès,Ville Nouvelle,Bon état,33,"Cuisine équipée, Parking, Placard, Sécurité, Vue montagne",Villa spacieux avec 5 chambres à Meknès,2025-08-14
MA-CAS-64099,Villa,Vente,3208890,229,14012,8,4,0,Casablanca,Hay Mohammadi,À rénover,21,"Balcon, Cave, Climatisation, Concierge, Jardin, Piscine, Terrasse, Vue montagne",Villa spacieux avec 8 chambres à Casablanca,2025-08-09
MA-TÉT-84158,Maison,Vente,893975,109,8201,4,1,0,Tétouan,Medina,Très bon état,0,"Ascenseur, Cave, Chauffage, Climatisation, Concierge, Cuisine équipée, Parking, Vue montagne","Maison de 109m² situé à Medina, Tétouan",2025-09-20
MA-MAR-96782,Studio,Vente,376782,26,14491,1,1,1,Marrakech,Palmeraie,Très bon état,39,"Chauffage, Climatisation, Jardin, Placard",Studio spacieux avec 1 chambres à Marrakech,2025-07-24
MA-MAR-36874,Appartement,Vente,715733,51,14033,5,1,8,Marrakech,Sidi Youssef Ben Ali,Excellent état,5,"Balcon, Concierge, Cuisine équipée, Jardin",Magnifique appartement en excellent état à Sidi Youssef Ben Ali,2025-12-17
MA-FÈS-36974,Riad,Vente,11093384,469,23653,8,3,0,Fès,Atlas,Très bon état,20,"Balcon, Climatisation, Piscine",Riad moderne de 469m² à Fès,2025-08-01
MA-KEN-78921,Appartement,Location,789439,78,10121,5,1,12,Kenitra,Hay Essalam,Excellent état,29,"Balcon, Concierge, Jardin, Piscine, Terrasse",Appartement spacieux avec 5 chambres à Kenitra,2025-08-18
MA-KEN-11005,Appartement,Vente,570362,43,13264,4,1,6,Kenitra,Hay Essalam,À rénover,26,"Garage, Parking, Terrasse",Magnifique appartement en à rénover à Hay Essalam,2025-07-23
MA-CAS-82859,Studio,Vente,619741,48,12911,1,1,4,Casablanca,Bourgogne,Très bon état,21,"Cuisine équipée, Garage, Jardin, Sécurité","Studio de 48m² situé à Bourgogne, Casablanca",2025-09-14
MA-RAB-34972,Riad,Location,11122838,458,24285,8,2,0,Rabat,Souissi,Excellent état,18,"Climatisation, Concierge, Garage","Riad de 458m² situé à Souissi, Rabat",2025-07-06
MA-OUJ-72783,Appartement,Vente,1492572,186,8024,4,1,11,Oujda,Sidi Maâfa,Très bon état,6,"Chauffage, Cuisine équipée, Garage, Sécurité, Terrasse",Magnifique appartement en très bon état à Sidi Maâfa,2025-11-19
MA-RAB-84078,Maison,Vente,2958378,219,13508,4,1,0,Rabat,Océan,À rénover,28,"Ascenseur, Climatisation, Parking, Sécurité, Terrasse",Maison moderne de 219m² à Rabat,2025-11-30
MA-TAN-38395,Appartement,Vente,989856,80,12373,4,2,7,Tanger,Boubana,Neuf,0,"Climatisation, Garage, Placard, Sécurité, Vue montagne",Appartement spacieux avec 4 chambres à Tanger,2025-08-16
MA-FÈS-56457,Villa,Location,3580788,338,10594,3,4,0,Fès,Florence,À rénover,3,"Cuisine équipée, Piscine, Vue mer",Magnifique villa en à rénover à Florence,2025-09-15
MA-FÈS-80885,Studio,Vente,604869,43,14066,1,1,11,Fès,Agdal,Excellent état,14,"Ascenseur, Climatisation, Concierge, Jardin, Parking, Terrasse, Vue mer, Vue montagne",Studio moderne de 43m² à Fès,2025-08-05
MA-CAS-58626,Villa,Vente,7011097,429,16342,7,3,0,Casablanca,California,À rénover,37,"Parking, Vue mer, Vue montagne",Beau villa dans le quartier recherché de California,2025-12-09
MA-MEK-43995,Villa,Location,7020944,458,15329,7,4,0,Meknès,Medina,Excellent état,19,"Climatisation, Concierge, Cuisine équipée, Jardin, Parking, Piscine",Magnifique villa en excellent état à Medina,2025-10-06
MA-FÈS-77149,Studio,Location vacances,259548,32,8110,1,1,4,Fès,Zouagha,Neuf,11,"Ascenseur, Chauffage, Climatisation, Parking, Placard, Sécurité, Terrasse, Vue montagne",Magnifique studio en neuf à Zouagha,2025-11-03
MA-TAN-22070,Duplex,Vente,2141421,123,17409,2,1,1,Tanger,Medina,Bon état,6,"Chauffage, Climatisation, Concierge, Cuisine équipée, Parking, Piscine",Magnifique duplex en bon état à Medina,2025-11-16
MA-MAR-96002,Villa,Vente,11454503,448,25568,3,4,0,Marrakech,Palmeraie,Bon état,38,"Balcon, Chauffage, Climatisation, Concierge, Parking, Placard, Terrasse","Villa de 448m² situé à Palmeraie, Marrakech",2025-10-23
MA-RAB-75307,Villa,Location,3681813,279,13196,3,2,0,Rabat,Hay Riad,À rénover,6,"Ascenseur, Balcon, Chauffage",Magnifique villa en à rénover à Hay Riad,2025-11-22
MA-RAB-57692,Appartement,Vente,2801101,234,11970,5,1,6,Rabat,Kamra,Excellent état,28,"Cave, Climatisation, Concierge, Cuisine équipée, Garage, Piscine, Vue mer, Vue montagne",Appartement moderne de 234m² à Rabat,2025-12-11
MA-TÉT-41185,Appartement,Vente,2180136,157,13886,1,2,9,Tétouan,Msallah,Neuf,34,"Ascenseur, Balcon, Chauffage, Jardin, Parking, Piscine, Terrasse",Appartement spacieux avec 1 chambres à Tétouan,2025-09-28
MA-TAN-22223,Appartement,Vente,660315,41,16105,2,1,5,Tanger,Medina,Bon état,19,"Cave, Climatisation, Garage, Piscine, Terrasse, Vue montagne",Magnifique appartement en bon état à Medina,2025-10-08
MA-MAR-23564,Appartement,Vente,1584315,129,12281,3,2,11,Marrakech,Medina,Bon état,8,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine équipée, Piscine, Sécurité, Terrasse",Beau appartement dans le quartier recherché de Medina,2025-08-05
MA-MAR-20119,Appartement,Vente,3143252,165,19050,2,1,11,Marrakech,Massira,Bon état,5,"Chauffage, Climatisation, Parking, Piscine, Terrasse",Magnifique appartement en bon état à Massira,2025-10-22
MA-CAS-22048,Villa,Vente,3291691,175,18809,7,3,0,Casablanca,Hay Mohammadi,Neuf,35,"Balcon, Concierge, Jardin, Terrasse, Vue mer",Villa moderne de 175m² à Casablanca,2025-11-29
MA-CAS-29665,Villa,Vente,5022271,252,19929,6,2,0,Casablanca,California,Neuf,29,"Cave, Climatisation, Jardin, Parking",Villa moderne de 252m² à Casablanca,2025-07-07
MA-CAS-10057,Appartement,Vente,1424025,88,16182,5,2,5,Casablanca,Anfa,Neuf,0,"Balcon, Cave, Cuisine équipée, Placard, Sécurité, Terrasse",Magnifique appartement en neuf à Anfa,2025-09-12
MA-MAR-51593,Villa,Location,10004276,402,24886,5,4,0,Marrakech,Medina,Neuf,0,"Ascenseur, Garage, Vue mer","Villa de 402m² situé à Medina, Marrakech",2025-08-10
MA-FÈS-56129,Studio,Vente,426586,49,8705,1,1,6,Fès,Ville Nouvelle,Neuf,25,"Balcon, Cave, Climatisation, Concierge, Jardin, Placard, Terrasse, Vue montagne",Studio moderne de 49m² à Fès,2025-08-09
MA-FÈS-84096,Villa,Vente,6903326,496,13917,4,3,0,Fès,Saiss,Neuf,33,"Jardin, Parking, Placard, Sécurité, Terrasse",Magnifique villa en neuf à Saiss,2025-09-20
MA-MAR-23816,Riad,Location,13511377,485,27858,8,2,0,Marrakech,Daoudiat,Bon état,5,"Cave, Garage, Vue montagne","Riad de 485m² situé à Daoudiat, Marrakech",2025-10-14
MA-FÈS-24600,Appartement,Vente,973530,75,12980,1,2,11,Fès,Bensouda,Bon état,9,"Ascenseur, Climatisation, Concierge",Appartement spacieux avec 1 chambres à Fès,2025-08-30
MA-RAB-15632,Appartement,Vente,3493025,221,15805,2,1,11,Rabat,Agdal,Excellent état,28,"Ascenseur, Cave, Chauffage, Climatisation, Cuisine équipée, Piscine, Terrasse, Vue mer",Appartement moderne de 221m² à Rabat,2025-07-15
MA-RAB-70636,Duplex,Vente,3936341,194,20290,3,2,3,Rabat,Medina,Très bon état,28,"Piscine, Placard, Vue mer",Duplex moderne de 194m² à Rabat,2025-09-06
MA-CAS-87533,Appartement,Location,435201,48,9066,2,2,10,Casablanca,Palmier,Très bon état,38,"Climatisation, Garage, Jardin, Parking, Piscine, Placard, Terrasse",Appartement moderne de 48m² à Casablanca,2025-10-26
MA-CAS-85342,Villa,Vente,5287534,370,14290,8,2,0,Casablanca,Gauthier,À rénover,17,"Cave, Climatisation, Sécurité, Vue mer, Vue montagne",Magnifique villa en à rénover à Gauthier,2025-12-21
MA-MEK-39140,Appartement,Vente,618933,53,11677,2,1,8,Meknès,Riad,Excellent état,35,"Ascenseur, Balcon, Concierge, Parking, Piscine",Appartement spacieux avec 2 chambres à Meknès,2025-12-28
MA-CAS-71996,Appartement,Location,2642951,145,18227,2,2,7,Casablanca,Maarif,Excellent état,24,"Chauffage, Climatisation, Cuisine équipée, Garage, Jardin",Appartement spacieux avec 2 chambres à Casablanca,2025-09-25
MA-AGA-16291,Maison,Location,2752375,297,9267,2,1,0,Agadir,Secteur Touristique,À rénover,33,"Cave, Garage, Jardin, Placard, Terrasse, Vue mer",Magnifique maison en à rénover à Secteur Touristique,2025-11-27
MA-KEN-79546,Appartement,Location,2090988,188,11122,4,1,2,Kenitra,Saniat Rmel,Très bon état,7,"Ascenseur, Cave, Chauffage, Jardin, Placard, Vue mer, Vue montagne",Appartement moderne de 188m² à Kenitra,2025-10-19
MA-FÈS-85279,Duplex,Vente,2479542,163,15211,4,2,1,Fès,Florence,Bon état,39,"Balcon, Chauffage, Cuisine équipée, Garage, Parking, Sécurité, Terrasse, Vue mer",Magnifique duplex en bon état à Florence,2025-12-27
MA-CAS-16900,Studio,Vente,538484,50,10769,1,1,12,Casablanca,Hay Mohammadi,Bon état,38,"Cave, Parking, Piscine",Beau studio dans le quartier recherché de Hay Mohammadi,2025-10-17
MA-TAN-41382,Appartement,Vente,2324986,230,10108,5,1,12,Tanger,California,À rénover,4,"Ascenseur, Concierge, Piscine, Terrasse, Vue mer",Beau appartement dans le quartier recherché de California,2025-12-24
MA-RAB-21929,Villa,Vente,5526238,300,18420,5,3,0,Rabat,Océan,Excellent état,6,"Ascenseur, Balcon, Climatisation, Placard, Sécurité",Beau villa dans le quartier recherché de Océan,2025-07-23
MA-TAN-48639,Appartement,Vente,2139614,132,16209,4,1,7,Tanger,Ibn Batouta,Excellent état,9,"Cuisine équipée, Garage, Jardin, Placard","Appartement de 132m² situé à Ibn Batouta, Tanger",2025-09-11
MA-CAS-43884,Appartement,Vente,3606956,210,17175,2,2,11,Casablanca,Bourgogne,À rénover,4,"Balcon, Cave, Cuisine équipée, Garage, Jardin",Beau appartement dans le quartier recherché de Bourgogne,2025-10-11
MA-RAB-82729,Villa,Vente,5793629,454,12761,8,3,0,Rabat,Medina,Très bon état,5,"Ascenseur, Jardin, Placard, Terrasse, Vue montagne",Villa spacieux avec 8 chambres à Rabat,2025-08-22
MA-MAR-54309,Duplex,Vente,1980444,155,12777,4,2,10,Marrakech,Gueliz,Neuf,16,"Ascenseur, Cave, Climatisation, Concierge, Garage, Jardin, Parking, Vue montagne",Duplex spacieux avec 4 chambres à Marrakech,2025-12-03
MA-TAN-74507,Appartement,Vente,1285802,118,10896,2,1,10,Tanger,Rmilat,Neuf,7,"Cave, Chauffage, Piscine, Terrasse",Beau appartement dans le quartier recherché de Rmilat,2025-08-10
MA-AGA-27731,Appartement,Location,2527069,203,12448,1,2,0,Agadir,Centre Ville,Bon état,7,"Chauffage, Garage, Piscine",Beau appartement dans le quartier recherché de Centre Ville,2025-12-09
MA-TAN-63484,Villa,Vente,11013674,512,21511,8,2,0,Tanger,Malabata,À rénover,33,"Concierge, Cuisine équipée, Placard, Vue mer, Vue montagne",Magnifique villa en à rénover à Malabata,2025-07-06
MA-OUJ-20850,Appartement,Vente,424374,63,6736,3,1,5,Oujda,Al Qods,À rénover,6,"Cave, Chauffage, Sécurité",Beau appartement dans le quartier recherché de Al Qods,2025-09-10
MA-AGA-66705,Appartement,Vente,2285545,133,17184,1,1,12,Agadir,Founty,Bon état,12,"Ascenseur, Concierge, Cuisine équipée, Jardin, Parking, Piscine",Magnifique appartement en bon état à Founty,2025-07-07
MA-AGA-99641,Villa,Location vacances,4438889,197,22532,6,4,0,Agadir,Talborjt,Très bon état,39,"Cave, Chauffage, Concierge, Parking",Villa spacieux avec 6 chambres à Agadir,2025-09-21
MA-CAS-59428,Studio,Vente,605085,33,18335,1,1,8,Casablanca,Racine,Neuf,27,"Balcon, Concierge, Cuisine équipée, Parking, Placard, Sécurité, Vue montagne",Magnifique studio en neuf à Racine,2025-11-05
MA-TAN-87055,Villa,Vente,2997129,187,16027,7,3,0,Tanger,Ibn Batouta,Excellent état,2,"Cave, Cuisine équipée, Garage, Parking, Sécurité, Terrasse",Villa spacieux avec 7 chambres à Tanger,2025-09-27
MA-KEN-46420,Riad,Location,5933636,318,18659,10,3,0,Kenitra,Ouled Oujih,Neuf,18,"Balcon, Cave, Climatisation, Concierge, Jardin, Piscine, Vue mer",Beau riad dans le quartier recherché de Ouled Oujih,2025-10-30
MA-CAS-83741,Riad,Vente,11758430,457,25729,5,2,0,Casablanca,Maarif,Bon état,28,"Ascenseur, Cave, Chauffage, Garage, Placard, Sécurité, Terrasse","Riad de 457m² situé à Maarif, Casablanca",2025-08-22
MA-CAS-54822,Villa,Vente,3715726,212,17527,3,4,0,Casablanca,Sidi Maarouf,À rénover,28,"Chauffage, Climatisation, Sécurité, Vue mer",Beau villa dans le quartier recherché de Sidi Maarouf,2025-08-10
MA-MAR-51632,Appartement,Vente,2567383,213,12053,2,1,12,Marrakech,Targa,Excellent état,0,"Balcon, Chauffage, Climatisation, Concierge, Piscine, Sécurité, Terrasse, Vue mer",Appartement spacieux avec 2 chambres à Marrakech,2025-12-18
MA-CAS-90177,Villa,Vente,8808924,375,23490,5,4,0,Casablanca,Bourgogne,À rénover,38,"Ascenseur, Balcon, Chauffage, Cuisine équipée, Sécurité, Vue montagne","Villa de 375m² situé à Bourgogne, Casablanca",2025-10-07
MA-CAS-49974,Studio,Location,690663,50,13813,1,1,10,Casablanca,Maarif,Très bon état,32,"Concierge, Jardin, Terrasse",Studio moderne de 50m² à Casablanca,2025-12-13
MA-CAS-91880,Maison,Vente,3069040,269,11409,6,1,0,Casablanca,Anfa,À rénover,8,"Ascenseur, Balcon, Chauffage, Climatisation, Cuisine équipée, Piscine, Vue montagne",Beau maison dans le quartier recherché de Anfa,2025-08-27
MA-MAR-79888,Duplex,Vente,2266835,111,20421,3,1,3,Marrakech,Targa,À rénover,13,"Cuisine équipée, Jardin, Placard",Duplex moderne de 111m² à Marrakech,2025-07-03
MA-RAB-66249,Appartement,Vente,651311,60,10855,1,2,9,Rabat,Hassan,Bon état,0,"Balcon, Cave, Concierge, Garage, Parking, Terrasse",Magnifique appartement en bon état à Hassan,2025-07-05
MA-MAR-91884,Maison,Location,2775535,185,15002,4,2,0,Marrakech,Route de Fès,Bon état,31,"Cave, Climatisation, Jardin, Piscine",Maison spacieux avec 4 chambres à Marrakech,2025-09-13
MA-CAS-58075,Appartement,Vente,3253566,186,17492,2,1,1,Casablanca,Maarif,Neuf,30,"Ascenseur, Cave, Concierge, Jardin, Parking, Sécurité, Terrasse, Vue mer",Appartement spacieux avec 2 chambres à Casablanca,2025-08-01
MA-MEK-54888,Appartement,Vente,868143,89,9754,2,2,7,Meknès,Marjane,À rénover,10,"Cuisine équipée, Garage, Jardin","Appartement de 89m² situé à Marjane, Meknès",2025-11-26
MA-CAS-59170,Appartement,Vente,1832054,133,13774,5,1,11,Casablanca,Gauthier,Neuf,40,"Ascenseur, Cave, Garage, Piscine, Terrasse, Vue mer, Vue montagne","Appartement de 133m² situé à Gauthier, Casablanca",2025-07-20
MA-RAB-14380,Appartement,Location,2009393,144,13954,5,2,2,Rabat,Kamra,Excellent état,15,"Balcon, Cave, Concierge, Jardin, Sécurité, Vue montagne",Magnifique appartement en excellent état à Kamra,2025-11-27
MA-CAS-62620,Villa,Vente,8001471,470,17024,8,2,0,Casablanca,Gauthier,Bon état,4,"Climatisation, Terrasse, Vue mer","Villa de 470m² situé à Gauthier, Casablanca",2025-11-19
MA-FÈS-48945,Appartement,Vente,823076,81,10161,3,2,7,Fès,Bensouda,Excellent état,3,"Chauffage, Garage, Placard",Beau appartement dans le quartier recherché de Bensouda,2025-10-29
MA-RAB-76418,Appartement,Vente,2682545,146,18373,2,1,3,Rabat,Hay Riad,À rénover,9,"Ascenseur, Cave, Parking, Piscine, Placard, Vue mer",Appartement spacieux avec 2 chambres à Rabat,2025-10-27
MA-FÈS-91510,Villa,Location,4151355,340,12209,4,3,0,Fès,Saiss,Neuf,31,"Chauffage, Jardin, Sécurité",Magnifique villa en neuf à Saiss,2025-10-21
MA-CAS-65853,Appartement,Vente,1481767,104,14247,3,2,2,Casablanca,Maarif,À rénover,12,"Balcon, Concierge, Cuisine équipée, Garage, Placard, Vue mer, Vue montagne",Magnifique appartement en à rénover à Maarif,2025-09-11
